timestamp,open,high,low,close,volume,nearest_support_distance_pct,nearest_resistance_distance_pct,nearest_support_strength,nearest_resistance_strength,levels_in_zone_0_5pct,daily_levels_in_zone_0_5pct,weekly_levels_in_zone_0_5pct,monthly_levels_in_zone_0_5pct,HTF_level_in_zone_0_5pct,VP_poc_in_zone_0_5pct,Fib_0_618_in_zone_0_5pct,Fractal_High_in_zone_0_5pct,Fractal_Low_in_zone_0_5pct,confluence_strength_zone_0_5pct,levels_in_zone_1_0pct,daily_levels_in_zone_1_0pct,weekly_levels_in_zone_1_0pct,monthly_levels_in_zone_1_0pct,HTF_level_in_zone_1_0pct,VP_poc_in_zone_1_0pct,Fib_0_618_in_zone_1_0pct,Fractal_High_in_zone_1_0pct,Fractal_Low_in_zone_1_0pct,confluence_strength_zone_1_0pct,levels_in_zone_1_5pct,daily_levels_in_zone_1_5pct,weekly_levels_in_zone_1_5pct,monthly_levels_in_zone_1_5pct,HTF_level_in_zone_1_5pct,VP_poc_in_zone_1_5pct,Fib_0_618_in_zone_1_5pct,Fractal_High_in_zone_1_5pct,Fractal_Low_in_zone_1_5pct,confluence_strength_zone_1_5pct,levels_in_zone_2_0pct,daily_levels_in_zone_2_0pct,weekly_levels_in_zone_2_0pct,monthly_levels_in_zone_2_0pct,HTF_level_in_zone_2_0pct,VP_poc_in_zone_2_0pct,Fib_0_618_in_zone_2_0pct,Fractal_High_in_zone_2_0pct,Fractal_Low_in_zone_2_0pct,confluence_strength_zone_2_0pct,volume_ma_20_ratio,volume_ma_50_ratio,volume_spike,volume_percentile_20,volume_trend_5,body_ratio,upper_wick_ratio,lower_wick_ratio,is_bullish,price_change_pct,gap_pct,price_vs_ma20_pct,price_vs_ma50_pct,ma20_vs_ma50_pct,volatility_14d,price_range_14d_pct,hour_of_day,day_of_week,hour_normalized,day_normalized,session_asian,session_european,session_american,hours_since_last_bullish_fractal,hours_since_last_bearish_fractal,fractal_direction
2025-01-01 23:00:00,94802.99,94952.29,94542.0,94591.79,436.90784,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0506237694363083,1.0506237694363083,0,60.0,0.07098576529628288,0.5147578542007237,0.3638889565916564,0.12135318920761991,0,-0.2227672590038861,1.0548191638399158e-05,0.6044903011007425,0.6044903011007425,0.0,0.206952408791627,2.4031972829423744,23,2,1.0,0.3333333333333333,0,0,1,6.0,2.0,1
2025-01-02 00:00:00,94591.78,95381.7,94392.0,95128.59,1181.76573,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.7698625388314677,2.7698625388314677,1,100.0,-0.04710119862530535,0.5423966858644026,0.2557441648984554,0.201859149237142,1,0.5674911110150288,-1.0571742002938427e-05,1.1348738530263074,1.1348738530263074,0.0,0.22295888689007407,2.0700395107379888,0,3,0.0,0.5,1,0,0,7.0,3.0,2
2025-01-02 01:00:00,95128.59,95516.0,94699.69,94862.72,1143.36617,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.4235862858450625,2.4235862858450625,1,95.0,0.21276908129463837,0.325697345371239,0.4745868603839284,0.1997157942448326,0,-0.2794848530814925,0.0,0.7678693004914414,0.7678693004914414,0.0,0.24958754752498233,2.311480499710784,1,3,0.043478260869565216,0.5,1,0,0,1.0,4.0,2
2025-01-02 02:00:00,94862.73,95234.37,94803.03,95234.36,455.65,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.8788263631410576,0.8788263631410576,0,50.0,0.23434976927580792,0.8615709185329616,2.318356747521999e-05,0.13840589789956315,1,0.39176612266652217,1.0541548876904764e-05,1.1051476821344428,1.1051476821344428,0.0,0.273354433327403,2.2319864096348314,2,3,0.08695652173913043,0.5,1,0,0,2.0,1.0,2
2025-01-02 03:00:00,95234.37,95299.24,94913.75,95010.33,290.28586,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5501546096462674,0.5501546096462674,0,10.0,0.11002319289883127,0.5811823912422904,0.1682793327972425,0.250538275960467,0,-0.23524072614127803,1.0500411820650982e-05,0.7882983887198936,0.7882983887198936,0.0,0.2724780165280263,2.0253382348184807,3,3,0.13043478260869565,0.5,1,0,0,3.0,2.0,2
2025-01-02 04:00:00,95010.34,96000.0,94984.84,95708.07,925.61919,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.7390301988686259,1.7390301988686259,0,90.0,-0.14529173036437337,0.687310374719264,0.2875704322471256,0.02511919303361038,1,0.7343833033734387,1.05251713100684e-05,1.4571016630358509,1.4571016630358509,0.0,0.28467040938529925,1.948624160090824,4,3,0.17391304347826086,0.5,1,0,0,4.0,3.0,1
2025-01-02 05:00:00,95708.07,95800.0,95395.21,95596.48,702.11721,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.2663147962716672,1.2663147962716672,0,75.0,-0.17081315187820756,0.27567380617113274,0.22710541268310597,0.4972207811457613,0,-0.11659413882236999,0.0,1.2165116255308532,1.2165116255308532,0.0,0.33498267587113867,2.362710719455113,5,3,0.21739130434782608,0.5,1,0,0,5.0,1.0,1
2025-01-02 06:00:00,95596.48,95697.01,95380.04,95574.99,517.46772,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.94146995827073,0.94146995827073,0,60.0,-0.058647174065709656,0.06779821434202167,0.31715935262011696,0.6150424330378614,0,-0.022479907209962843,0.0,1.0769243752895368,1.0769243752895368,0.0,0.3371024628816558,2.3606404541300767,6,3,0.2608695652173913,0.5,1,0,0,6.0,2.0,1
2025-01-02 07:00:00,95575.0,95880.0,95505.35,95822.0,452.62773,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.8050524371799717,0.8050524371799717,0,40.0,0.09260478456667467,0.659281996530105,0.1548111570799437,0.1859068463899513,1,0.25844627344454313,1.0462988272100588e-05,1.217795149345619,1.217795149345619,0.0,0.3135572618627236,2.3580043719431454,7,3,0.30434782608695654,0.5,1,0,0,7.0,3.0,1
2025-01-02 08:00:00,95822.01,96211.54,95640.05,96150.0,844.76163,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.4852191238787953,1.4852191238787953,0,85.0,-0.014450195314234644,0.5739208035136408,0.10768342403190712,0.31839577245445205,1,0.34230135042057147,1.0436016775647879e-05,1.4368993068235918,1.4368993068235918,0.0,0.31543427035095684,2.1704318308024426,8,3,0.34782608695652173,0.5,0,1,0,8.0,4.0,1
2025-01-02 09:00:00,96150.0,96799.86,96036.86,96755.51,976.02528,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6654317608098892,1.6654317608098892,0,90.0,-0.05972308412087061,0.7935910878112644,0.058125819135001075,0.1482830930537345,1,0.6297555902236035,0.0,1.9504416515583105,1.9504416515583105,0.0,0.32009598285668284,2.1671064218826523,9,3,0.391304347826087,0.5,0,1,0,9.0,5.0,1
2025-01-02 10:00:00,96755.51,96808.37,96538.77,96708.0,826.74686,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.3381408437084596,1.3381408437084596,0,75.0,0.1252662693571416,0.1762240356082949,0.19606824925816874,0.6277077151335364,0,-0.049103146683837195,0.0,1.7543636845085924,1.7543636845085924,0.0,0.3441515144717467,2.5250918438334353,10,3,0.43478260869565216,0.5,0,1,0,10.0,6.0,1
2025-01-02 11:00:00,96708.0,96876.38,96469.46,96732.99,533.66374,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.8585676732174304,0.8585676732174304,0,50.0,0.15783207185616424,0.06141256266589341,0.3523788459648089,0.5862085913692977,1,0.02584067502172027,0.0,1.645254065193251,1.645254065193251,0.0,0.3486033364830792,2.530373634468304,11,3,0.4782608695652174,0.5,0,1,0,11.0,7.0,1
2025-01-02 12:00:00,96733.0,96895.0,96609.42,96850.01,677.3051,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0855058143023144,1.0855058143023144,0,65.0,0.019821708597081475,0.4097275719587998,0.15753904335039207,0.43273338469080813,1,0.12097217298874924,1.0337734825276578e-05,1.6453856916969507,1.6453856916969507,0.0,0.34951535081449475,2.598182606625414,12,3,0.5217391304347826,0.5,0,1,0,12.0,8.0,1
2025-01-02 13:00:00,96850.01,96988.05,96436.0,96458.17,903.27447,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.436493743613034,1.436493743613034,0,80.0,-0.100722311031429,0.7097907798206583,0.2500498143284257,0.04015940585091592,0,-0.40458436710537926,0.0,1.0877615249400114,1.0877615249400114,0.0,0.33758849832112314,2.6136588819679942,13,3,0.5652173913043478,0.5,0,1,0,13.0,9.0,1
2025-01-02 14:00:00,96458.17,97440.91,95924.6,97256.49,3007.10456,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.564689011333228,4.564689011333228,1,100.0,-0.03764899370003769,0.5264886467806769,0.12162420613199051,0.3518871470873326,1,0.8276333668781058,0.0,1.800943679400495,1.800943679400495,0.0,0.3561526612810356,2.707054268495615,14,3,0.6086956521739131,0.5,0,1,0,14.0,10.0,2
2025-01-02 15:00:00,97256.48,97323.16,96164.78,96455.01,2007.047,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.5260453673907777,2.5260453673907777,1,95.0,0.39763372514411854,0.6918886721110499,0.05756314853502935,0.25054817935392076,0,-0.8240889631118811,-1.0282090181655975e-05,0.8081445990914574,0.8081445990914574,0.0,0.38571706850845255,2.8539083657051267,15,3,0.6521739130434783,0.5,0,1,0,1.0,11.0,2
2025-01-02 16:00:00,96455.01,97650.0,96040.04,97229.74,1725.0299,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9881923762459655,1.9881923762459655,0,90.0,0.37010898499790873,0.48121071330965204,0.26103754130536977,0.2577517453849782,1,0.803203483157599,0.0,1.52086450943041,1.52086450943041,0.0,0.4546286238876016,2.7430720927544647,16,3,0.6956521739130435,0.5,0,0,1,2.0,12.0,2
2025-01-02 17:00:00,97229.75,97591.84,96325.44,96757.57,1272.75775,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.3646424292425428,1.3646424292425428,0,85.0,0.1922664676583866,0.372852179406187,0.2859207201516094,0.3412271004422036,0,-0.4856230202816527,1.0284918991618522e-05,0.8991412309100331,0.8991412309100331,0.0,0.48578330390201313,2.841153947497403,17,3,0.7391304347826086,0.5,0,0,1,3.0,1.0,2
2025-01-02 18:00:00,96757.57,97350.0,96400.0,97319.74,839.9046,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.8708503652649301,0.8708503652649301,0,50.0,-0.030459623262782027,0.5917578947368403,0.03185263157894185,0.3763894736842179,1,0.5810088037556113,0.0,1.3913214339555064,1.3913214339555064,0.0,0.5052491329749929,2.763756970706597,18,3,0.782608695652174,0.5,0,0,1,4.0,2.0,2
2025-01-02 19:00:00,97319.74,97777.0,97200.0,97317.74,714.40965,999.0,999.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7245744021400977,0.7245744021400977,0,40.0,-0.2863069705474166,0.0034662045060658577,0.7924783362218281,0.20405545927210614,0,-0.0020550815281668443,0.0,1.2564877657846927,1.2564877657846927,0.0,0.49267605253291863,2.351129905027629,19,3,0.8260869565217391,0.5,0,0,1,5.0,3.0,2
